"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.022522068E2,1.140000001E-1,3.796000004E0,2.451999903E0
1.022571681E2,1.200000010E-2,3.651000023E0,2.240999937E0
1.022621295E2,-1.159999967E-1,3.382999897E0,2.013999939E0
1.022670907E2,-5.590000153E-1,3.075000048E0,1.748999953E0
1.022720520E2,-1.001999974E0,2.766999960E0,1.715999961E0
1.022770135E2,-1.554999948E0,2.092999935E0,1.955999970E0
1.022819747E2,-2.082000017E0,1.378999949E0,2.388999939E0
1.022869360E2,-2.203999996E0,5.839999914E-1,2.796000004E0
1.022918976E2,-1.769999981E0,-2.080000043E-1,2.769999981E0
1.022968588E2,-1.475000024E0,-7.129999995E-1,3.183000088E0
1.023018202E2,-1.182000041E0,-1.366000056E0,2.930999994E0
1.023067815E2,-1.069000006E0,-2.059000015E0,2.599999905E0
1.023117428E2,-1.106999993E0,-2.668999910E0,2.380000114E0
1.023167043E2,-9.290000200E-1,-3.509000063E0,2.214999914E0
1.023216656E2,-8.640000224E-1,-3.938999891E0,1.750000000E0
1.023266268E2,-1.031999946E0,-4.382999897E0,2.076999903E0
1.023315883E2,-1.146000028E0,-4.811999798E0,2.171999931E0
1.023365495E2,-1.519999981E0,-5.063000202E0,2.075999975E0
1.023415110E2,-1.815000057E0,-5.381999969E0,2.348000050E0
1.023464723E2,-2.217999935E0,-5.551000118E0,2.729000092E0
1.023514336E2,-2.786000013E0,-5.638999939E0,2.726999998E0
1.023563950E2,-3.055000067E0,-5.752999783E0,2.480999947E0
1.023613563E2,-3.391999960E0,-5.853000164E0,1.771000028E0
1.023663176E2,-3.674999952E0,-5.830999851E0,1.210999966E0
1.023712790E2,-3.888999939E0,-5.876999855E0,1.126000047E0
1.023762403E2,-3.884999990E0,-5.802000046E0,1.312000036E0
1.023812016E2,-4.005000114E0,-5.767000198E0,1.564000010E0
1.023861631E2,-3.851000071E0,-5.774000168E0,1.771999955E0
1.023911243E2,-3.644000053E0,-5.618000031E0,1.965000033E0
1.023960856E2,-3.436000109E0,-5.502999783E0,2.184000015E0
1.024010470E2,-3.335999966E0,-5.429999828E0,2.006000042E0
1.024060083E2,-3.180999994E0,-5.289000034E0,1.705000043E0
1.024109698E2,-3.217000008E0,-4.985000134E0,1.485000014E0
1.024159311E2,-3.210999966E0,-4.639999866E0,1.182000041E0
1.024208923E2,-3.135999918E0,-4.282999992E0,8.510000110E-1
1.024258538E2,-3.128999949E0,-3.802000046E0,6.150000095E-1
1.024308151E2,-2.997999907E0,-3.500000000E0,4.059999883E-1
1.024357764E2,-2.936000109E0,-3.088000059E0,3.059999943E-1
1.024407378E2,-2.736000061E0,-2.703999996E0,3.009999990E-1
1.024456991E2,-2.494999886E0,-2.401000023E0,3.100000024E-1
1.024506604E2,-2.186000109E0,-1.840000033E0,4.149999917E-1
1.024556218E2,-1.902999997E0,-1.347000003E0,4.790000021E-1
1.024605831E2,-1.483999968E0,-8.809999824E-1,5.720000267E-1
1.024655444E2,-1.269000053E0,-3.470000029E-1,5.159999728E-1
1.024705058E2,-1.121000051E0,9.099999815E-2,7.049999833E-1
1.024754671E2,-8.769999743E-1,5.030000210E-1,8.550000191E-1
1.024804286E2,-6.330000162E-1,9.549999833E-1,1.059000015E0
1.024853898E2,-3.479999900E-1,1.230999947E0,1.235000014E0
1.024903511E2,-8.000000380E-3,1.738000035E0,1.398000002E0
1.024953126E2,1.120000035E-1,2.230999947E0,1.356999993E0
1.025002738E2,3.030000031E-1,2.532999992E0,1.439000010E0
1.025052351E2,5.199999809E-1,3.053999901E0,1.478999972E0
1.025101964E2,7.120000124E-1,3.464999914E0,1.370000005E0
1.025151578E2,6.729999781E-1,3.766000032E0,1.274000049E0
1.025201192E2,3.079999983E-1,3.959000111E0,1.029000044E0
1.025250806E2,1.080000028E-1,4.151000023E0,7.440000176E-1
1.025300419E2,-2.300000004E-2,4.302000046E0,6.510000229E-1
1.025350031E2,-1.529999971E-1,4.493999958E0,7.080000043E-1
1.025399646E2,-6.499999762E-2,4.493999958E0,8.750000000E-1
1.025449259E2,-3.440000117E-1,4.727000237E0,1.057000041E0
1.025498872E2,-3.770000041E-1,4.755000114E0,1.159000039E0
1.025548486E2,-3.409999907E-1,4.879000187E0,1.222000003E0
1.025598099E2,-3.589999974E-1,5.058000088E0,1.179000020E0
1.025647712E2,-3.230000138E-1,5.072999954E0,1.179000020E0
1.025697326E2,-3.280000091E-1,5.117000103E0,1.289999962E0
1.025746939E2,-3.610000014E-1,4.971000195E0,1.225999951E0
1.025796552E2,-2.430000007E-1,4.769999981E0,1.207000017E0
1.025846167E2,-1.400000006E-1,4.489999771E0,1.246999979E0
1.025895779E2,-1.180000007E-1,4.170000076E0,1.371999979E0
1.025945394E2,-2.000000095E-3,4.013999939E0,1.340000033E0
1.025995007E2,1.389999986E-1,3.969000101E0,1.381000042E0
1.026044618E2,3.910000026E-1,4.211999893E0,1.317000031E0
1.026094234E2,7.369999886E-1,4.715000153E0,1.514999986E0
1.026143847E2,6.470000148E-1,5.026999950E0,2.313999891E0
1.026193459E2,4.090000093E-1,4.875000000E0,3.887000084E0
1.026243074E2,6.300000101E-2,4.532999992E0,5.052000046E0
1.026292687E2,-9.200000018E-2,4.407999992E0,5.263999939E0
1.026342299E2,-5.499999970E-2,4.229000092E0,5.107999802E0
1.026391914E2,1.850000024E-1,4.131000042E0,4.908999920E0
1.026441526E2,8.600000292E-2,4.236000061E0,4.559999943E0
1.026491139E2,1.250000000E-1,4.300000191E0,4.056000233E0
1.026540754E2,1.930000037E-1,4.184000015E0,4.053999901E0
1.026590367E2,3.840000033E-1,4.026999950E0,4.334000111E0
1.026639981E2,4.259999990E-1,3.812999964E0,4.541999817E0
1.026689594E2,2.919999957E-1,3.503000021E0,4.679999828E0
1.026739207E2,3.359999955E-1,3.069999933E0,4.939000130E0
1.026788822E2,3.799999952E-1,2.608999968E0,5.033999920E0
1.026838435E2,7.089999914E-1,2.381000042E0,4.651999950E0
1.026888047E2,8.610000014E-1,2.178999901E0,4.460999966E0
1.026937662E2,1.256999969E0,2.154999971E0,4.256000042E0
1.026987274E2,1.692999959E0,2.309000015E0,3.859999895E0
1.027036889E2,2.224999905E0,2.844000101E0,3.302000046E0
1.027086502E2,2.661000013E0,3.418999910E0,3.055000067E0
1.027136114E2,2.569000006E0,3.898000002E0,2.917000055E0
1.027185729E2,1.945999980E0,4.131000042E0,3.036000013E0
1.027235341E2,1.067999959E0,3.993999958E0,3.154000044E0
1.027284953E2,5.310000181E-1,3.775000095E0,3.351000071E0
1.027334569E2,3.700000048E-2,3.568000078E0,3.575000048E0
1.027384181E2,-1.570000052E-1,2.911000013E0,3.471999884E0
1.027433794E2,-9.769999981E-1,2.430000067E0,3.585000038E0
1.027483409E2,-1.468999982E0,1.827000022E0,3.440000057E0
1.027533022E2,-1.674000025E0,1.169000030E0,3.595000029E0
1.027582634E2,-1.975999951E0,4.699999988E-1,3.436000109E0
1.027632249E2,-2.221999884E0,-9.099999815E-2,3.305000067E0
1.027681861E2,-2.443000078E0,-4.900000095E-1,3.200000048E0
1.027731477E2,-3.398999929E0,-8.479999900E-1,4.334000111E0
1.027781089E2,-2.339999914E0,-1.246000051E0,2.894000053E0
1.027830702E2,-2.536000013E0,-1.902999997E0,2.585000038E0
1.027880317E2,-3.003999949E0,-2.095999956E0,3.026000023E0
1.027929927E2,-3.049000025E0,-2.358000040E0,3.180000067E0
1.027979541E2,-3.232000113E0,-2.660000086E0,3.319999933E0
1.028029157E2,-3.290999889E0,-3.003000021E0,3.256999969E0
1.028078769E2,-3.296999931E0,-3.318000078E0,3.249000072E0
1.028128382E2,-3.453000069E0,-3.605000019E0,2.819999933E0
1.028177997E2,-3.526999950E0,-4.000999928E0,1.861999989E0
1.028227609E2,-3.546000004E0,-4.314000130E0,1.491000056E0
1.028277222E2,-3.618999958E0,-4.519000053E0,1.529000044E0
1.028326837E2,-3.542000055E0,-4.818999767E0,1.853000045E0
1.028376449E2,-3.493000031E0,-4.997000217E0,1.889999986E0
1.028426063E2,-3.335000038E0,-5.323999882E0,1.967000008E0
1.028475677E2,-3.109999895E0,-5.447999954E0,2.003000021E0
1.028525290E2,-3.046999931E0,-5.748000145E0,1.957000017E0
1.028574905E2,-2.957000017E0,-6.007999897E0,1.800999999E0
1.028624515E2,-2.894000053E0,-6.131999969E0,1.521000028E0
1.028674129E2,-3.048000097E0,-6.270999908E0,1.363000035E0
1.028723742E2,-2.984999895E0,-6.314000130E0,1.394999981E0
1.028773357E2,-3.220999956E0,-6.302999973E0,1.057999969E0
1.028822970E2,-3.210999966E0,-6.184000015E0,7.749999762E-1
1.028872582E2,-3.176000118E0,-5.887000084E0,5.320000052E-1
1.028922197E2,-2.990000010E0,-5.591000080E0,1.920000017E-1
1.028971810E2,-2.763999939E0,-5.254000187E0,-2.500000037E-2
1.029021424E2,-2.525000095E0,-4.699999809E0,-2.600000054E-2
1.029071037E2,-2.312999964E0,-4.022999763E0,-1.379999965E-1
1.029120650E2,-2.099999905E0,-3.374000072E0,-1.560000032E-1
1.029170262E2,-1.901999950E0,-2.779999971E0,-1.080000028E-1
1.029219878E2,-1.674999952E0,-2.282000065E0,1.430000067E-1
1.029269490E2,-1.570999980E0,-1.758000016E0,3.109999895E-1
1.029319102E2,-1.330000043E0,-1.233999968E0,4.230000079E-1
1.029368718E2,-1.075999975E0,-7.099999785E-1,4.120000005E-1
1.029418329E2,-7.940000296E-1,-9.099999815E-2,4.120000005E-1
1.029467944E2,-4.169999957E-1,5.260000229E-1,2.220000029E-1
1.029517558E2,-2.440000027E-1,1.129999995E0,2.360000014E-1
1.029567170E2,-8.399999887E-2,1.557999969E0,-7.599999756E-2
1.029616784E2,1.159999967E-1,2.079999924E0,-2.259999961E-1
1.029666398E2,3.589999974E-1,2.413000107E0,-3.059999943E-1
1.029716010E2,5.210000277E-1,2.621999979E0,-9.899999946E-2
1.029765624E2,8.590000272E-1,2.940999985E0,-1.000000047E-3
1.029815237E2,1.062000036E0,2.973999977E0,5.700000003E-2
1.029864850E2,1.277999997E0,3.130000114E0,6.199999899E-2
1.029914465E2,1.547999978E0,3.273000002E0,1.630000025E-1
1.029964078E2,1.776999950E0,3.621000051E0,2.509999871E-1
1.030013692E2,1.855999947E0,3.710000038E0,3.540000021E-1
1.030063304E2,1.906999946E0,4.125999928E0,7.699999958E-2
1.030112918E2,1.848999977E0,4.638999939E0,1.679999977E-1
1.030162532E2,1.723000050E0,5.001999855E0,1.650000066E-1
1.030212144E2,1.623999953E0,5.336999893E0,2.169999927E-1
1.030261757E2,1.687999964E0,5.715000153E0,4.059999883E-1
1.030311372E2,1.398000002E0,5.901999950E0,2.980000079E-1
1.030360984E2,1.379999995E0,6.076000214E0,1.369999945E-1
1.030410597E2,1.608000040E0,6.168000221E0,4.999999888E-3
1.030460212E2,1.483000040E0,5.947999954E0,-1.230000034E-1
1.030509824E2,1.276000023E0,5.633999825E0,-1.679999977E-1
1.030559438E2,1.192000031E0,5.441999912E0,-5.900000036E-2
1.030609052E2,1.149999976E0,5.455999851E0,-1.529999971E-1
1.030658664E2,9.029999971E-1,5.538000107E0,1.300000027E-2
1.030708277E2,6.150000095E-1,5.662000179E0,4.600000009E-2
1.030757892E2,7.360000014E-1,6.059000015E0,2.579999864E-1
1.030807505E2,3.109999895E-1,6.702000141E0,4.429999888E-1
1.030857118E2,-9.700000286E-2,7.343999863E0,1.021999955E0
1.030906732E2,-5.469999909E-1,7.644999981E0,1.764000058E0
1.030956346E2,-1.118999958E0,7.604000092E0,2.789000034E0
1.031005958E2,-1.759999990E0,7.168000221E0,3.798000097E0
1.031055573E2,-2.414999962E0,6.540999889E0,4.696000099E0
1.031105186E2,-2.744999886E0,5.599999905E0,5.972000122E0
1.031154800E2,-3.131000042E0,4.755000114E0,6.850999832E0
1.031204412E2,-3.426000118E0,3.828000069E0,6.922999859E0
1.031254026E2,-3.654999971E0,3.107000113E0,6.806000233E0
1.031303638E2,-3.655999899E0,2.645999908E0,6.087999821E0
1.031353252E2,-3.551000118E0,2.117000103E0,5.464000225E0
1.031402866E2,-3.476999998E0,1.766000032E0,4.730000019E0
1.031452478E2,-3.266999960E0,1.917999983E0,3.869999886E0
1.031502092E2,-3.045000076E0,2.437999964E0,2.953999996E0
1.031551706E2,-2.660000086E0,3.148000002E0,2.539000034E0
1.031601318E2,-2.342000008E0,3.707000017E0,2.474999905E0
1.031650932E2,-1.888000011E0,4.387000084E0,2.747999907E0
1.031700545E2,-1.187000036E0,4.752999783E0,2.786999941E0
1.031750158E2,-1.027999997E0,5.117000103E0,2.592999935E0
1.031799773E2,-9.620000124E-1,5.370999813E0,2.411999941E0
1.031849388E2,-7.580000162E-1,5.256000042E0,2.066999912E0
1.031899000E2,-7.829999924E-1,5.031000137E0,1.898000002E0
1.031948612E2,-8.889999986E-1,4.396999836E0,2.042000055E0
1.031998225E2,-1.019999981E0,3.599999905E0,2.158999920E0
1.032047837E2,-1.057000041E0,2.789000034E0,2.384999990E0
1.032097453E2,-1.284000039E0,2.059999943E0,2.665999889E0
1.032147065E2,-1.363000035E0,1.276999950E0,2.621000051E0
1.032196680E2,-1.307000041E0,6.859999895E-1,2.565000057E0
1.032246292E2,-1.307999969E0,-1.749999970E-1,2.576999903E0
1.032295905E2,-1.077999949E0,-7.770000100E-1,2.605000019E0
1.032345520E2,-1.054999948E0,-1.269999981E0,2.417000055E0
1.032395133E2,-8.970000148E-1,-1.855999947E0,2.311000109E0
1.032444745E2,-9.049999714E-1,-2.509999990E0,2.477999926E0
1.032494361E2,-8.460000157E-1,-2.959000111E0,2.687000036E0
1.032543972E2,-8.560000062E-1,-3.312000036E0,2.894000053E0
1.032593585E2,-9.909999967E-1,-3.746000051E0,2.707000017E0
1.032643200E2,-1.072999954E0,-4.138999939E0,2.260999918E0
1.032692812E2,-1.304999948E0,-4.435999870E0,2.184000015E0
1.032742425E2,-1.552999973E0,-4.731999874E0,2.078000069E0
1.032792037E2,-1.827000022E0,-4.973999977E0,2.013999939E0
1.032841653E2,-2.088000059E0,-4.998000145E0,2.140000105E0
1.032891267E2,-2.391000032E0,-5.090000153E0,2.375000000E0
1.032940880E2,-2.734999895E0,-5.209000111E0,2.335999966E0
1.032990492E2,-2.739000082E0,-5.272999763E0,2.391000032E0
1.033040107E2,-2.825999975E0,-5.379000187E0,2.323999882E0
1.033089717E2,-2.926000118E0,-5.401999950E0,2.105999947E0
1.033139333E2,-2.971999884E0,-5.426000118E0,1.873999953E0
1.033188945E2,-3.085000038E0,-5.504000187E0,1.819000006E0
1.033238559E2,-3.198999882E0,-5.447000027E0,1.720999956E0
1.033288172E2,-3.556999922E0,-5.565999985E0,1.542000055E0
1.033337787E2,-3.710999966E0,-5.331999779E0,1.485000014E0
1.033387400E2,-3.849999905E0,-5.302000046E0,1.577000022E0
1.033437013E2,-3.854000092E0,-5.244999886E0,1.519000053E0
1.033486625E2,-3.733999968E0,-5.105999947E0,1.379999995E0
1.033536240E2,-3.614000082E0,-4.913000107E0,1.322000027E0
1.033585853E2,-3.533999920E0,-4.842999935E0,1.319000006E0
1.033635468E2,-3.507999897E0,-4.637000084E0,1.248000026E0
1.033685080E2,-3.427000046E0,-4.403999805E0,1.054000020E0
1.033734693E2,-3.413000107E0,-4.143000126E0,9.559999704E-1
1.033784308E2,-3.411999941E0,-3.760999918E0,7.900000215E-1
1.033833921E2,-3.180000067E0,-3.460000038E0,7.179999948E-1
1.033883533E2,-2.947999954E0,-2.982000113E0,6.999999881E-1
1.033933148E2,-2.838000059E0,-2.612999916E0,6.549999714E-1
1.033982761E2,-2.809999943E0,-2.230999947E0,3.919999897E-1
1.034032373E2,-2.578000069E0,-1.848000050E0,1.829999983E-1
1.034081988E2,-2.209000111E0,-1.411000013E0,4.399999976E-2
1.034131600E2,-1.963000059E0,-9.869999886E-1,6.800000370E-2
1.034181213E2,-1.636000037E0,-5.490000248E-1,3.799999878E-2
1.034230828E2,-1.294999957E0,-1.110000014E-1,2.249999940E-1
1.034280441E2,-9.670000076E-1,4.749999940E-1,3.050000072E-1
1.034330053E2,-6.119999886E-1,9.269999862E-1,3.720000088E-1
1.034379668E2,-4.199999869E-1,1.350999951E0,4.390000105E-1
1.034429280E2,-1.449999958E-1,1.843999982E0,6.439999938E-1
1.034478893E2,6.100000069E-2,2.186000109E0,6.719999909E-1
1.034528508E2,1.870000064E-1,2.651000023E0,8.629999757E-1
1.034578120E2,1.230000034E-1,3.141999960E0,1.026999950E0
1.034627733E2,-8.000000380E-3,3.401999950E0,1.149000049E0
1.034677347E2,3.700000048E-2,3.880000114E0,1.310999990E0
1.034726960E2,-9.300000221E-2,4.098000050E0,1.213999987E0
1.034776575E2,-3.869999945E-1,4.248000145E0,1.184999943E0
1.034826188E2,-4.900000095E-1,4.383999825E0,1.264999986E0
1.034875800E2,-6.330000162E-1,4.657000065E0,1.332000017E0
1.034925416E2,-6.949999928E-1,4.821000099E0,1.292000055E0
1.034975026E2,-7.009999752E-1,5.012000084E0,1.144999981E0
1.035024641E2,-4.490000010E-1,5.203999996E0,8.080000281E-1
1.035074255E2,-2.639999986E-1,5.272999763E0,5.559999943E-1
1.035123868E2,-2.440000027E-1,5.125000000E0,5.239999890E-1
1.035173481E2,8.000000380E-3,5.086999893E0,6.019999981E-1
1.035223096E2,1.230000034E-1,5.021999836E0,6.010000110E-1
1.035272708E2,3.070000112E-1,4.861999989E0,4.939999878E-1
1.035322321E2,4.219999909E-1,4.756999969E0,5.130000114E-1
1.035371933E2,6.050000191E-1,4.776999950E0,6.309999824E-1
1.035421547E2,7.879999876E-1,5.068999767E0,8.759999871E-1
1.035471161E2,1.419999957E0,5.647999763E0,9.739999771E-1
1.035520773E2,1.644000053E0,6.336999893E0,1.088999987E0
1.035570387E2,1.404999971E0,6.861999989E0,1.694000006E0
1.035619999E2,6.639999747E-1,6.896999836E0,3.088999987E0
1.035669612E2,4.600000009E-2,6.330999851E0,4.877999783E0
1.035719227E2,-4.070000052E-1,5.861000061E0,6.027999878E0
1.035768840E2,-1.400000006E-1,5.540999889E0,6.511000156E0
1.035818455E2,8.500000089E-2,5.249000072E0,6.477000237E0
1.035868068E2,2.300000042E-1,4.942999840E0,6.335000038E0
1.035917679E2,1.710000038E-1,4.473000050E0,5.973999977E0
1.035967295E2,-1.850000024E-1,4.232999802E0,5.556000233E0
1.036016907E2,-1.729999930E-1,3.733999968E0,5.340000153E0
1.036066520E2,-2.010000050E-1,3.138000011E0,5.136000156E0
1.036116135E2,5.700000003E-2,2.595999956E0,4.969999790E0
1.036165748E2,5.469999909E-1,2.148000002E0,5.196000099E0
1.036215361E2,9.570000172E-1,1.863000035E0,5.065000057E0
1.036264975E2,1.271000028E0,1.958999991E0,4.729000092E0
1.036314588E2,1.912999988E0,2.244999886E0,4.539999962E0
1.036364201E2,2.322999954E0,2.638999939E0,4.578999996E0
1.036413815E2,2.651999950E0,3.290999889E0,4.590000153E0
1.036463428E2,3.020999908E0,3.792999983E0,4.366000175E0
1.036513041E2,2.996999979E0,4.388999939E0,3.936000109E0
1.036562653E2,2.415999889E0,4.506999969E0,3.614000082E0
1.036612268E2,1.850999951E0,4.419000149E0,3.549000025E0
1.036661881E2,1.314000010E0,4.209000111E0,3.647000074E0
1.036711495E2,9.010000229E-1,3.834000111E0,3.799000025E0
1.036761108E2,5.849999785E-1,3.553999901E0,3.720999956E0
1.036810721E2,1.749999970E-1,3.082999945E0,3.589999914E0
1.036860336E2,-5.049999952E-1,2.651999950E0,3.648999929E0
1.036909948E2,-9.950000048E-1,2.003999949E0,3.615000010E0
1.036959561E2,-1.442999959E0,1.409000039E0,3.770999908E0
1.037009173E2,-1.659000039E0,9.509999752E-1,3.954999924E0
1.037058788E2,-2.078999996E0,6.430000067E-1,3.990000010E0
1.037108400E2,-2.253999949E0,2.129999995E-1,3.835000038E0
1.037158013E2,-2.334000111E0,-9.399999678E-2,3.342000008E0
1.037207628E2,-2.427000046E0,-4.149999917E-1,2.673000097E0
1.037257240E2,-2.599999905E0,-6.269999743E-1,2.578000069E0
1.037306855E2,-2.868999958E0,-1.014999986E0,2.865000010E0
1.037356468E2,-2.769999981E0,-1.200000048E0,3.056999922E0
1.037406080E2,-2.822000027E0,-1.574000001E0,3.099999905E0
1.037455695E2,-2.778000116E0,-1.881000042E0,3.171000004E0
1.037505308E2,-2.842999935E0,-2.296000004E0,2.997999907E0
1.037554920E2,-2.841000080E0,-2.546999931E0,2.730999947E0
1.037604535E2,-2.838000059E0,-2.947000027E0,2.641999960E0
1.037654148E2,-2.713000059E0,-3.375000000E0,2.526999950E0
1.037703760E2,-2.805999994E0,-3.733999968E0,2.180999994E0
1.037753375E2,-2.816999912E0,-3.996999979E0,1.863999963E0
1.037802987E2,-2.677999973E0,-4.261000156E0,1.615000010E0
1.037852600E2,-2.621000051E0,-4.388000011E0,1.325000048E0
1.037902215E2,-2.536000013E0,-4.678999901E0,1.225999951E0
1.037951827E2,-2.381999969E0,-4.875000000E0,1.248999953E0
1.038001440E2,-2.433000088E0,-5.043000221E0,1.286000013E0
1.038051055E2,-2.305000067E0,-5.252999783E0,1.361999989E0
1.038100668E2,-2.286999941E0,-5.381000042E0,1.330000043E0
1.038150280E2,-2.282000065E0,-5.481999874E0,1.393000007E0
1.038199895E2,-2.276999950E0,-5.611000061E0,1.442000031E0
1.038249507E2,-2.299000025E0,-5.738999844E0,1.437000036E0
1.038299123E2,-2.211999893E0,-5.826000214E0,1.430999994E0
1.038348735E2,-2.247999907E0,-5.682000160E0,1.384999990E0
1.038398348E2,-2.176000118E0,-5.686999798E0,1.338999987E0
1.038447963E2,-2.063999891E0,-5.486999989E0,1.223999977E0
1.038497573E2,-1.952999949E0,-5.315000057E0,1.067999959E0
1.038547188E2,-1.842000008E0,-5.032999992E0,9.940000176E-1
1.038596803E2,-1.787999988E0,-4.613999844E0,8.659999967E-1
1.038646415E2,-1.746999979E0,-4.263000011E0,6.420000196E-1
1.038696028E2,-1.572000027E0,-3.871000051E0,5.270000100E-1
1.038745641E2,-1.465000033E0,-3.369999886E0,3.980000019E-1
1.038795255E2,-1.549000025E0,-3.127000093E0,4.320000112E-1
1.038844868E2,-1.700999975E0,-2.844000101E0,4.790000021E-1
1.038894480E2,-1.623000026E0,-2.424000025E0,5.659999847E-1
1.038944095E2,-1.707999945E0,-2.005000114E0,6.669999957E-1
1.038993708E2,-1.779999971E0,-1.611999989E0,5.619999766E-1
1.039043321E2,-1.715000033E0,-1.110999942E0,5.519999862E-1
1.039092936E2,-1.610000014E0,-6.240000129E-1,6.090000272E-1
1.039142549E2,-1.519000053E0,-1.780000031E-1,6.110000014E-1
1.039192161E2,-1.236999989E0,3.630000055E-1,5.429999828E-1
1.039241776E2,-9.679999948E-1,8.899999857E-1,6.499999762E-1
1.039291388E2,-5.230000019E-1,1.457999945E0,7.020000219E-1
1.039341001E2,-2.000000030E-1,2.107000113E0,8.349999785E-1
1.039390616E2,2.160000056E-1,2.687999964E0,4.620000124E-1
1.039440229E2,6.069999933E-1,3.296999931E0,1.990000010E-1
1.039489842E2,8.470000029E-1,3.960000038E0,1.669999957E-1
1.039539456E2,1.304999948E0,4.527999878E0,2.169999927E-1
1.039589068E2,1.723000050E0,5.136000156E0,4.040000141E-1
1.039638682E2,2.046000004E0,5.580999851E0,8.510000110E-1
1.039688296E2,2.191999912E0,5.918000221E0,9.169999957E-1
1.039737908E2,2.174999952E0,5.940999985E0,7.260000110E-1
1.039787524E2,1.751000047E0,5.828000069E0,6.999999881E-1
1.039837136E2,1.503999949E0,5.662000179E0,4.580000043E-1
1.039886748E2,1.325000048E0,5.535999775E0,2.310000062E-1
1.039936361E2,1.241000056E0,5.452000141E0,3.319999874E-1
1.039985974E2,1.292000055E0,5.464000225E0,2.169999927E-1
1.040035589E2,1.098000050E0,5.421000004E0,9.000000358E-2
1.040085204E2,1.189000010E0,5.339000225E0,1.420000046E-1
1.040134816E2,1.062000036E0,5.203000069E0,3.319999874E-1
1.040184429E2,9.210000038E-1,5.176000118E0,5.109999776E-1
1.040234041E2,7.940000296E-1,5.150000095E0,6.110000014E-1
1.040283656E2,6.800000072E-1,5.574999809E0,5.630000234E-1
1.040333269E2,6.349999905E-1,6.081999779E0,2.739999890E-1
1.040382881E2,4.670000076E-1,6.725999832E0,0.000000000E0
1.040432496E2,1.500000060E-1,7.232999802E0,1.080000028E-1
1.040482108E2,-4.909999967E-1,7.453999996E0,1.059999943E0
1.040531721E2,-9.150000215E-1,6.939000130E0,2.746999979E0
1.040581335E2,-1.366000056E0,6.164999962E0,4.064000130E0
1.040630948E2,-1.860000014E0,5.704999924E0,4.689000130E0
1.040680561E2,-2.000999928E0,5.315000057E0,4.525000095E0
1.040730176E2,-1.925999999E0,4.912000179E0,4.295000076E0
1.040779788E2,-2.247999907E0,4.551000118E0,4.309999943E0
1.040829401E2,-2.286000013E0,4.164000034E0,4.775000095E0
1.040879016E2,-2.423000097E0,3.572000027E0,5.169000149E0
1.040928628E2,-2.260999918E0,2.980999947E0,5.412000179E0
1.040978244E2,-1.952999949E0,2.282000065E0,5.190999985E0
1.041027856E2,-1.687000036E0,1.759999990E0,4.668000221E0
1.041077468E2,-1.613999963E0,1.781999946E0,4.130000114E0
1.041127081E2,-1.675999999E0,1.845000029E0,3.411999941E0
1.041176693E2,-1.875000000E0,2.055999994E0,2.459000111E0
1.041226308E2,-1.815000057E0,2.279999971E0,1.626000047E0
1.041275923E2,-1.753999949E0,2.556999922E0,1.455000043E0
1.041325536E2,-1.569000006E0,2.940999985E0,1.580000043E0
1.041375149E2,-1.506000042E0,3.160000086E0,1.782999992E0
1.041424760E2,-1.180999994E0,3.160000086E0,2.391999960E0
1.041474373E2,-8.690000176E-1,3.361999989E0,2.997999907E0
1.041523989E2,-1.003000021E0,3.467999935E0,2.963000059E0
1.041573601E2,-1.149000049E0,3.395999908E0,2.654999971E0
1.041623216E2,-1.225000024E0,3.105000019E0,2.237999916E0
1.041672829E2,-1.516999960E0,2.691999912E0,1.957999945E0
1.041722441E2,-1.753999949E0,2.128000021E0,2.194999933E0
1.041772056E2,-1.787999988E0,1.496000051E0,2.526000023E0
1.041821668E2,-1.726999998E0,8.240000010E-1,2.871000051E0
1.041871281E2,-1.626999974E0,2.879999876E-1,2.915999889E0
1.041920896E2,-1.527999997E0,-3.409999907E-1,2.811000109E0
1.041970509E2,-1.473000050E0,-9.840000272E-1,2.871000051E0
1.042020121E2,-1.363999963E0,-1.639999986E0,2.780999899E0
1.042069736E2,-1.297000051E0,-2.213999987E0,2.706000090E0
1.042119348E2,-1.300999999E0,-2.513999939E0,2.782000065E0
1.042168961E2,-1.373000026E0,-3.005000114E0,2.709000111E0
1.042218576E2,-1.516000032E0,-3.453000069E0,2.499000072E0
1.042268188E2,-1.631999969E0,-3.888000011E0,2.549000025E0
1.042317801E2,-1.791000009E0,-4.199999809E0,2.476999998E0
1.042367413E2,-1.855000019E0,-4.414999962E0,2.457999945E0
1.042417028E2,-1.853000045E0,-4.711999893E0,2.507999897E0
1.042466641E2,-2.069999933E0,-4.981999874E0,2.585000038E0
1.042516256E2,-2.328999996E0,-5.277999878E0,2.525000095E0
1.042565868E2,-2.424999952E0,-5.396999836E0,2.546999931E0
1.042615481E2,-2.509000063E0,-5.543000221E0,2.609999895E0
1.042665093E2,-2.512000084E0,-5.606999874E0,2.372999907E0
1.042714707E2,-2.598000050E0,-5.670000076E0,2.339999914E0
1.042764320E2,-2.562000036E0,-5.774000168E0,2.334000111E0
1.042813933E2,-2.661999941E0,-5.742000103E0,2.178999901E0
1.042863547E2,-2.736000061E0,-5.927000046E0,1.942000031E0
