"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.039180063E1,-7.450000048E-1,-9.660000205E-1,2.154000044E0
4.039676224E1,-5.770000219E-1,-1.286999941E0,2.312000036E0
4.040172410E1,-4.769999981E-1,-1.661999941E0,2.525000095E0
4.040668594E1,-4.589999914E-1,-1.847000003E0,2.302000046E0
4.041164771E1,-3.589999974E-1,-1.773000002E0,2.200999975E0
4.041660956E1,-1.089999974E-1,-1.508000016E0,1.855999947E0
4.042157141E1,-9.000000358E-2,-1.052000046E0,1.633000016E0
4.042653302E1,-2.000000095E-3,-2.980000079E-1,1.667000055E0
4.043149481E1,4.000000190E-3,1.829999983E-1,1.605000019E0
4.043645642E1,-2.500000037E-2,7.329999804E-1,1.473000050E0
4.044141827E1,-2.860000134E-1,1.131999969E0,1.652999997E0
4.044638012E1,-5.709999800E-1,1.394000053E0,1.654000044E0
4.045134189E1,-4.180000126E-1,1.615000010E0,1.667999983E0
4.045630373E1,-8.489999771E-1,1.657999992E0,1.748999953E0
4.046126558E1,-1.100000024E0,1.768000007E0,1.814000010E0
4.046622719E1,-1.146000028E0,1.618999958E0,2.013000011E0
4.047118902E1,-1.299000025E0,1.687999964E0,2.224999905E0
4.047615086E1,-1.424000025E0,1.592000008E0,2.313999891E0
4.048111240E1,-1.437999964E0,1.332999945E0,2.305999994E0
4.048607448E1,-1.532999992E0,1.304999948E0,2.217000008E0
4.049103611E1,-1.628000021E0,9.779999852E-1,2.005000114E0
4.049599788E1,-1.707000017E0,7.990000248E-1,1.751999974E0
4.050095973E1,-1.541000009E0,4.440000057E-1,1.485999942E0
4.050592158E1,-1.496999979E0,1.840000004E-1,1.355999947E0
4.051088319E1,-1.345000029E0,-6.100000069E-2,1.253999949E0
4.051584506E1,-1.218999982E0,-3.210000098E-1,1.164999962E0
4.052080682E1,-1.148000002E0,-5.680000186E-1,1.118999958E0
4.052576843E1,-9.259999990E-1,-7.459999919E-1,8.700000048E-1
4.053073028E1,-9.629999995E-1,-9.509999752E-1,5.809999704E-1
4.053569205E1,-9.049999714E-1,-1.034000039E0,5.109999776E-1
4.054065389E1,-9.139999747E-1,-1.144999981E0,3.869999945E-1
4.054561574E1,-1.031999946E0,-1.228000045E0,4.679999948E-1
4.055057758E1,-1.054000020E0,-1.310999990E0,4.530000091E-1
4.055553920E1,-1.116999984E0,-1.503000021E0,6.290000081E-1
4.056050105E1,-1.111999989E0,-1.518000007E0,7.229999900E-1
4.056546257E1,-1.215999961E0,-1.613999963E0,6.669999957E-1
4.057042441E1,-1.088000059E0,-1.751999974E0,3.510000110E-1
4.057538626E1,-1.151999950E0,-1.794000030E0,8.999999613E-3
4.058034804E1,-1.120000005E0,-1.822999954E0,-8.699999750E-2
4.058530996E1,-1.197000027E0,-1.906000018E0,-7.599999756E-2
4.059027173E1,-9.330000281E-1,-1.921000004E0,-3.799999878E-2
4.059523335E1,-9.700000286E-1,-2.072000027E0,-4.199999943E-2
4.060019511E1,-6.800000072E-1,-2.019000053E0,4.899999872E-2
4.060515696E1,-6.209999919E-1,-2.006000042E0,5.799999833E-2
4.061011858E1,-4.269999862E-1,-2.048000097E0,9.399999678E-2
4.061508042E1,-4.099999964E-1,-1.953999996E0,-7.400000095E-2
4.062004229E1,-3.919999897E-1,-2.051000118E0,-1.749999970E-1
4.062500406E1,-3.889999986E-1,-1.916000009E0,-1.679999977E-1
4.062996591E1,-4.810000062E-1,-1.876000047E0,-1.199999973E-1
4.063492774E1,-4.639999866E-1,-1.891000032E0,-2.509999871E-1
4.063988936E1,-5.970000029E-1,-1.906000018E0,-3.409999907E-1
4.064485122E1,-6.629999876E-1,-1.402999997E0,-5.960000157E-1
4.064981298E1,-6.600000262E-1,-1.281999946E0,-2.380000055E-1
4.065477483E1,-8.759999871E-1,-1.309999943E0,3.510000110E-1
4.065973645E1,-7.519999743E-1,-1.230000019E0,-4.889999926E-1
4.066469822E1,-8.450000286E-1,-1.149000049E0,-4.839999974E-1
4.066966006E1,-8.849999905E-1,-1.041000009E0,-3.429999948E-1
4.067462193E1,-7.200000286E-1,-9.459999800E-1,-3.779999912E-1
4.067958354E1,-7.590000033E-1,-9.879999757E-1,-3.319999874E-1
4.068454537E1,-6.890000105E-1,-8.659999967E-1,-3.810000122E-1
4.068950714E1,-6.729999781E-1,-9.210000038E-1,-3.330000043E-1
4.069446899E1,-4.799999893E-1,-9.089999795E-1,-3.249999881E-1
4.069943084E1,-5.049999952E-1,-9.089999795E-1,-4.939999878E-1
4.070439245E1,-3.799999952E-1,-8.690000176E-1,-5.260000229E-1
4.070935422E1,-3.499999940E-1,-8.569999933E-1,-7.480000257E-1
4.071431604E1,-3.470000029E-1,-8.849999905E-1,-9.559999704E-1
4.071927789E1,-4.120000005E-1,-9.129999876E-1,-9.599999785E-1
4.072423952E1,-5.040000081E-1,-7.779999971E-1,-1.016999960E0
4.072920136E1,-5.139999986E-1,-7.649999857E-1,-1.074000001E0
4.073416313E1,-4.140000045E-1,-8.339999914E-1,-1.008999944E0
4.073912498E1,-4.790000021E-1,-7.540000081E-1,-9.980000257E-1
4.074408660E1,-4.339999855E-1,-8.640000224E-1,-9.720000029E-1
4.074904837E1,-2.930000126E-1,-7.009999752E-1,-9.599999785E-1
4.075401023E1,-1.800000072E-1,-6.209999919E-1,-9.200000167E-1
4.075897208E1,-1.340000033E-1,-4.309999943E-1,-9.470000267E-1
4.076393371E1,-1.159999967E-1,-3.100000024E-1,-8.930000067E-1
4.076889556E1,-5.600000173E-2,-1.609999985E-1,-8.780000210E-1
4.077385732E1,-1.589999944E-1,5.400000140E-2,-9.449999928E-1
4.077881917E1,-2.879999876E-1,1.480000019E-1,-9.300000072E-1
4.078378078E1,-4.300000072E-1,2.829999924E-1,-9.010000229E-1
4.078874255E1,-5.159999728E-1,3.759999871E-1,-8.849999905E-1
4.079370441E1,-4.379999936E-1,5.780000091E-1,-8.280000091E-1
4.079866625E1,-4.819999933E-1,6.710000038E-1,-8.399999738E-1
4.080362809E1,-4.429999888E-1,8.730000257E-1,-8.780000210E-1
4.080858970E1,-3.889999986E-1,9.380000234E-1,-1.039000034E0
4.081355147E1,-2.800000012E-1,1.166000009E0,-1.199000001E0
4.081851308E1,-1.959999949E-1,1.312999964E0,-1.182999969E0
4.082347493E1,-1.120000035E-1,1.404999971E0,-1.180999994E0
4.082843677E1,-5.299999937E-2,1.509999990E0,-1.164000034E0
4.083339854E1,1.420000046E-1,1.491999984E0,-1.366000056E0
4.083836039E1,2.160000056E-1,1.542999983E0,-1.335000038E0
4.084332224E1,2.090000063E-1,1.646999955E0,-1.167999983E0
4.084828385E1,3.120000064E-1,1.656000018E0,-1.067999959E0
4.085324563E1,4.160000086E-1,1.666000009E0,-8.999999762E-1
4.085820748E1,4.930000007E-1,1.866000056E0,-9.229999781E-1
4.086316909E1,5.559999943E-1,1.751999974E0,-1.067000031E0
4.086813094E1,4.970000088E-1,1.651999950E0,-1.156000018E0
4.087309272E1,3.980000019E-1,1.457000017E0,-1.134999990E0
4.087805456E1,4.210000038E-1,1.371999979E0,-1.261999965E0
4.088301639E1,3.899999857E-1,1.203999996E0,-1.360000014E0
4.088797801E1,3.860000074E-1,1.023000002E0,-1.320000052E0
4.089293985E1,5.040000081E-1,8.700000048E-1,-1.386999965E0
4.089790163E1,3.770000041E-1,8.529999852E-1,-1.371000051E0
4.090286325E1,3.869999945E-1,7.269999981E-1,-1.434000015E0
4.090782509E1,2.329999954E-1,8.600000143E-1,-1.508999944E0
4.091278693E1,6.599999964E-2,1.075000048E0,-1.718999982E0
4.091774870E1,5.000000075E-2,1.603000045E0,-1.669000030E0
4.092271033E1,6.100000069E-2,1.886999965E0,-1.264000058E0
4.092767217E1,1.420000046E-1,2.388000011E0,-9.269999862E-1
4.093263402E1,-1.829999983E-1,2.957000017E0,-8.479999900E-1
4.093759579E1,-7.239999771E-1,3.483999968E0,-8.109999895E-1
4.094255740E1,-1.343999982E0,3.984999895E0,-5.289999843E-1
4.094751925E1,-1.718000054E0,4.498000145E0,-3.709999919E-1
4.095248108E1,-2.171999931E0,5.079999924E0,1.600000076E-2
4.095744284E1,-2.421000004E0,5.280000210E0,5.389999747E-1
4.096240445E1,-2.805000067E0,5.439000130E0,9.639999866E-1
4.096736653E1,-3.190999985E0,5.135000229E0,1.332000017E0
4.097232815E1,-3.658999920E0,4.626999855E0,1.723999977E0
4.097728992E1,-3.476999998E0,3.575000048E0,2.441999912E0
4.098225152E1,-3.134000063E0,2.877000093E0,2.845999956E0
4.098721337E1,-3.079999924E0,2.085000038E0,2.624000072E0
4.099217523E1,-2.865000010E0,1.577999949E0,2.130000114E0
4.099713700E1,-2.338999987E0,8.270000219E-1,1.922000051E0
4.100209881E1,-1.884999990E0,1.860000044E-1,1.972000003E0
4.100706043E1,-1.269000053E0,-3.729999959E-1,1.911000013E0
4.101202227E1,-6.959999800E-1,-7.969999909E-1,1.738999963E0
4.101698405E1,-5.460000038E-1,-1.029000044E0,1.524000049E0
4.102194590E1,-2.739999890E-1,-1.139999986E0,1.088000059E0
4.102690749E1,-1.389999986E-1,-8.690000176E-1,7.870000005E-1
4.103186926E1,-1.799999923E-2,-7.210000157E-1,5.649999976E-1
4.103683111E1,6.100000069E-2,-3.149999976E-1,5.310000181E-1
4.104179295E1,1.129999980E-1,1.040000021E-1,3.849999905E-1
4.104675456E1,1.110000014E-1,3.339999914E-1,4.410000145E-1
4.105171641E1,2.310000062E-1,3.989999890E-1,6.719999909E-1
4.105667825E1,3.079999983E-1,4.920000136E-1,7.530000210E-1
4.106164001E1,3.580000103E-1,4.219999909E-1,9.819999933E-1
4.106660185E1,3.510000110E-1,4.189999998E-1,9.390000105E-1
4.107156349E1,3.560000062E-1,2.409999967E-1,9.779999852E-1
4.107652533E1,3.050000072E-1,8.900000155E-2,9.509999752E-1
4.108148712E1,3.059999943E-1,-6.100000069E-2,9.110000134E-1
4.108644874E1,1.430000067E-1,-2.249999940E-1,6.959999800E-1
4.109141058E1,7.299999893E-2,-4.160000086E-1,5.899999738E-1
4.109637241E1,-1.330000013E-1,-5.669999719E-1,6.359999776E-1
4.110133418E1,-3.560000062E-1,-7.979999781E-1,6.140000224E-1
4.110629577E1,-4.020000100E-1,-9.890000224E-1,6.729999781E-1
4.111125754E1,-4.760000110E-1,-1.125000000E0,4.600000083E-1
4.111621938E1,-6.190000176E-1,-1.452000022E0,3.289999962E-1
4.112118124E1,-7.220000029E-1,-1.643000007E0,6.069999933E-1
4.112614286E1,-6.340000033E-1,-1.847000003E0,6.930000186E-1
4.113110472E1,-6.290000081E-1,-1.819000006E0,6.840000153E-1
4.113606656E1,-7.200000286E-1,-2.023000002E0,6.480000019E-1
4.114102810E1,-7.160000205E-1,-2.009000063E0,3.529999852E-1
4.114598995E1,-6.850000024E-1,-1.912999988E0,4.390000105E-1
4.115095180E1,-6.949999928E-1,-1.899000049E0,4.429999888E-1
4.115591357E1,-8.000000119E-1,-1.925999999E0,3.519999981E-1
4.116087540E1,-8.780000210E-1,-1.911999941E0,4.239999950E-1
4.116583725E1,-7.929999828E-1,-1.870000005E0,3.720000088E-1
4.117079886E1,-8.980000019E-1,-1.815000057E0,4.169999957E-1
4.117576064E1,-1.113000035E0,-1.896999955E0,3.919999897E-1
4.118072249E1,-1.108999968E0,-1.786999941E0,2.730000019E-1
4.118568410E1,-1.133000016E0,-1.814000010E0,4.670000076E-1
4.119064593E1,-1.223999977E0,-1.853999972E0,3.889999986E-1
4.119560770E1,-1.220000029E0,-1.730999947E0,2.150000036E-1
4.120056958E1,-1.161000013E0,-1.634999990E0,2.469999939E-1
4.120553119E1,-1.156000018E0,-1.416000009E0,1.000000015E-1
4.121049296E1,-1.164000034E0,-1.498000026E0,1.040000021E-1
4.121545479E1,-1.090000033E0,-1.416000009E0,5.299999937E-2
4.122041664E1,-1.057000041E0,-1.429000020E0,-3.799999878E-2
4.122537827E1,-1.144999981E0,-1.347000003E0,1.809999943E-1
4.123034012E1,-1.095999956E0,-1.279000044E0,2.240000069E-1
4.123530196E1,-1.088000059E0,-1.305999994E0,2.109999955E-1
4.124026351E1,-1.080000043E0,-1.264999986E0,2.939999998E-1
4.124522535E1,-1.139000058E0,-1.210000038E0,2.199999988E-2
4.125018720E1,-1.101999998E0,-1.238000035E0,7.599999756E-2
4.125514896E1,-1.037999988E0,-1.238000035E0,-1.799999923E-2
4.126011081E1,-1.029000044E0,-1.264999986E0,-1.959999949E-1
4.126507265E1,-1.087000012E0,-1.264999986E0,-1.969999969E-1
4.127003419E1,-1.008000016E0,-1.266000032E0,-2.389999926E-1
4.127499600E1,-9.570000172E-1,-1.238999963E0,-3.490000069E-1
4.127995762E1,-9.470000267E-1,-1.279999971E0,-2.409999967E-1
4.128491946E1,-9.909999967E-1,-1.307000041E0,-2.969999909E-1
4.128988128E1,-9.530000091E-1,-1.442999959E0,-2.840000093E-1
4.129484305E1,-8.740000129E-1,-1.348000050E0,-3.389999866E-1
4.129980490E1,-8.370000124E-1,-1.389000058E0,-2.840000093E-1
4.130476653E1,-7.860000134E-1,-1.292999983E0,-3.639999926E-1
4.130972830E1,-7.220000029E-1,-1.333999991E0,-4.709999859E-1
4.131469015E1,-7.120000124E-1,-1.251999974E0,-3.050000072E-1
4.131965199E1,-7.170000076E-1,-1.143000007E0,-4.099999964E-1
4.132461361E1,-7.210000157E-1,-1.100999951E0,-5.149999857E-1
4.132957544E1,-6.990000010E-1,-1.032999992E0,-5.789999962E-1
4.133453729E1,-7.319999933E-1,-8.960000277E-1,-7.239999771E-1
4.133949882E1,-8.199999928E-1,-8.000000119E-1,-8.550000191E-1
4.134446067E1,-7.979999781E-1,-6.359999776E-1,-9.179999828E-1
4.134942251E1,-7.770000100E-1,-5.400000215E-1,-6.949999928E-1
4.135438429E1,-7.699999809E-1,-3.619999886E-1,-6.349999905E-1
4.135934614E1,-8.590000272E-1,-2.119999975E-1,-7.239999771E-1
4.136430776E1,-7.429999709E-1,-1.430000067E-1,-7.170000076E-1
4.136926953E1,-6.959999800E-1,3.400000185E-2,-8.190000057E-1
4.137423137E1,-6.759999990E-1,1.710000038E-1,-8.519999981E-1
4.137919322E1,-7.379999757E-1,2.680000067E-1,-7.630000114E-1
4.138415483E1,-8.130000234E-1,3.100000024E-1,-7.549999952E-1
4.138911668E1,-7.670000196E-1,2.829999924E-1,-7.599999905E-1
4.139407822E1,-8.130000234E-1,3.319999874E-1,-6.669999957E-1
4.139904029E1,-6.520000100E-1,3.589999974E-1,-8.180000186E-1
4.140400191E1,-6.200000048E-1,4.420000017E-1,-7.839999795E-1
4.140896368E1,-5.339999795E-1,5.519999862E-1,-7.369999886E-1
4.141392552E1,-5.989999771E-1,7.310000062E-1,-7.850000262E-1
4.141888737E1,-5.680000186E-1,8.550000191E-1,-7.910000086E-1
4.142384896E1,-5.920000076E-1,1.006000042E0,-9.739999771E-1
4.142881073E1,-6.019999981E-1,1.251999974E0,-1.006000042E0
4.143377258E1,-6.269999743E-1,1.457999945E0,-1.064000010E0
4.143873418E1,-6.100000143E-1,1.649999976E0,-1.026999950E0
4.144369603E1,-5.669999719E-1,1.843000054E0,-1.029999971E0
4.144865780E1,-5.239999890E-1,1.884999990E0,-8.949999809E-1
4.145361962E1,-3.440000117E-1,2.063999891E0,-1.223000050E0
4.145858124E1,-3.829999864E-1,1.998000026E0,-1.358999968E0
4.146354309E1,-3.680000007E-1,2.150000095E0,-1.113000035E0
4.146850486E1,-3.670000136E-1,2.164999962E0,-9.210000038E-1
4.147346671E1,-2.579999864E-1,2.194999933E0,-9.459999800E-1
4.147842834E1,-2.179999948E-1,2.170000076E0,-9.150000215E-1
4.148339019E1,-2.460000068E-1,1.981999993E0,-6.930000186E-1
4.148835203E1,-1.529999971E-1,1.848000050E0,-1.776000023E0
4.149331358E1,-5.640000105E-1,1.659999967E0,-1.238000035E0
4.149827542E1,-3.370000124E-1,1.458999991E0,-1.215999961E0
4.150323725E1,-1.650000066E-1,1.284999967E0,-1.286999941E0
4.150819902E1,-2.939999998E-1,1.029999971E0,-1.398000002E0
4.151316063E1,-2.599999905E-1,1.021000028E0,-1.465999961E0
4.151812270E1,-2.680000067E-1,8.199999928E-1,-1.437000036E0
4.152308424E1,-2.360000014E-1,9.070000052E-1,-1.148000002E0
4.152804608E1,-1.099999994E-1,1.019999981E0,-9.649999738E-1
4.153300770E1,1.650000066E-1,1.488000035E0,-7.400000095E-1
4.153796954E1,2.630000114E-1,1.957000017E0,-4.740000069E-1
4.154293140E1,5.249999762E-1,2.630000114E0,-1.509999931E-1
4.154789317E1,5.699999928E-1,3.220000029E0,3.059999943E-1
4.155285501E1,4.790000021E-1,3.730000019E0,6.679999828E-1
4.155781661E1,8.000000380E-3,3.844000101E0,8.920000196E-1
4.156277838E1,-2.980000079E-1,3.644000053E0,1.141999960E0
4.156774022E1,-8.220000267E-1,3.009000063E0,3.079999924E0
4.157270182E1,6.899999827E-2,2.046999931E0,9.610000253E-1
4.157766367E1,-4.679999948E-1,1.534999967E0,2.056999922E0
4.158262553E1,-6.700000167E-2,1.281000018E0,2.119999886E0
4.158758730E1,4.009999931E-1,9.739999771E-1,1.993000031E0
4.159254893E1,6.650000215E-1,9.390000105E-1,1.758000016E0
4.159751070E1,8.339999914E-1,8.769999743E-1,1.700000048E0
4.160247254E1,7.039999962E-1,7.189999819E-1,1.669000030E0
4.160743415E1,4.390000105E-1,6.570000052E-1,1.677999973E0
4.161239599E1,1.889999956E-1,4.860000014E-1,1.904999971E0
4.161735776E1,1.030000001E-1,3.140000105E-1,1.968000054E0
4.162231961E1,1.389999986E-1,2.520000041E-1,2.111999989E0
4.162728122E1,7.999999821E-2,1.350000054E-1,2.282000065E0
4.163224309E1,1.030000001E-1,-3.599999845E-2,2.506000042E0
4.163720486E1,2.080000043E-1,1.319999993E-1,2.713000059E0
4.164216671E1,3.000000119E-1,2.049999982E-1,2.782999992E0
4.164712833E1,2.020000070E-1,4.280000031E-1,2.375000000E0
4.165209020E1,1.589999944E-1,5.009999871E-1,2.114000082E0
4.165705205E1,1.860000044E-1,7.500000000E-1,1.687999964E0
4.166201359E1,5.099999905E-2,1.013000011E0,1.504999995E0
4.166697543E1,1.080000028E-1,1.355999947E0,1.508999944E0
4.167193728E1,1.700000092E-2,1.534999967E0,1.496999979E0
4.167689904E1,-3.019999862E-1,1.523000002E0,1.740000010E0
4.168186089E1,3.200000152E-2,1.715000033E0,1.776000023E0
4.168682273E1,-6.240000129E-1,1.865000010E0,1.455000043E0
4.169178428E1,-6.259999871E-1,1.850999951E0,1.444000006E0
4.169674612E1,-5.730000138E-1,1.687000036E0,1.457999945E0
4.170170775E1,-6.280000210E-1,1.618000031E0,1.348000050E0
4.170666960E1,-5.730000138E-1,1.480000019E0,1.360000014E0
4.171163145E1,-5.310000181E-1,1.315000057E0,1.399000049E0
4.171659322E1,-5.009999871E-1,1.067999959E0,1.246999979E0
4.172155486E1,-4.449999928E-1,8.349999785E-1,1.261000037E0
4.172651671E1,-3.610000014E-1,5.749999881E-1,1.194000006E0
4.173147845E1,-4.399999976E-1,3.420000076E-1,1.115000010E0
4.173644030E1,-4.920000136E-1,6.800000370E-2,1.037999988E0
4.174140191E1,-4.219999909E-1,-1.899999976E-1,9.900000095E-1
4.174636371E1,-3.519999981E-1,-3.409999907E-1,1.013000011E0
4.175132556E1,-3.100000024E-1,-5.460000038E-1,9.430000186E-1
4.175628743E1,-3.089999855E-1,-6.409999728E-1,8.619999886E-1
4.176124904E1,-4.990000129E-1,-8.450000286E-1,6.470000148E-1
4.176621089E1,-5.249999762E-1,-1.062999964E0,5.690000057E-1
4.177117269E1,-5.920000076E-1,-1.200000048E0,3.970000148E-1
4.177613423E1,-6.729999781E-1,-1.485000014E0,2.930000126E-1
4.178109606E1,-7.120000124E-1,-1.634999990E0,2.020000070E-1
4.178605783E1,-7.519999743E-1,-1.879999995E0,2.899999917E-2
4.179101969E1,-6.970000267E-1,-2.043999910E0,-3.400000185E-2
4.179598154E1,-6.959999800E-1,-2.302999973E0,-1.669999957E-1
4.180094315E1,-6.269999743E-1,-2.438999891E0,-3.009999990E-1
4.180590493E1,-6.930000186E-1,-2.453000069E0,-8.200000226E-2
4.181086677E1,-6.100000143E-1,-2.520999908E0,-1.500000060E-1
4.181582837E1,-6.349999905E-1,-2.507999897E0,-1.909999996E-1
4.182079022E1,-5.509999990E-1,-2.522000074E0,-2.460000068E-1
4.182575199E1,-5.210000277E-1,-2.482000113E0,-1.669999957E-1
4.183071361E1,-3.549999893E-1,-2.319999933E0,-2.380000055E-1
4.183567546E1,-3.650000095E-1,-2.253000021E0,-1.870000064E-1
4.184063730E1,-4.289999902E-1,-2.213000059E0,-1.790000051E-1
4.184559907E1,-3.829999864E-1,-2.038000107E0,-2.660000026E-1
4.185056070E1,-5.690000057E-1,-1.917000055E0,-9.600000083E-2
4.185552254E1,-3.869999945E-1,-1.809000015E0,-3.400000185E-2
4.186048431E1,-3.959999979E-1,-1.769999981E0,2.600000054E-2
4.186544618E1,-3.770000041E-1,-1.636000037E0,7.299999893E-2
4.187040779E1,-3.580000103E-1,-1.582999945E0,-8.399999887E-2
4.187536961E1,-3.389999866E-1,-1.503000021E0,1.129999980E-1
4.188033138E1,-3.059999943E-1,-1.437000036E0,-1.110000014E-1
4.188529323E1,-3.009999990E-1,-1.315999985E0,-6.300000101E-2
4.189025484E1,-2.820000052E-1,-1.263000011E0,-1.650000066E-1
4.189521669E1,-2.770000100E-1,-1.154999971E0,-1.979999989E-1
4.190017846E1,-3.000000119E-1,-1.251999974E0,-1.089999974E-1
4.190514031E1,-2.809999883E-1,-1.253999949E0,7.500000298E-2
4.191010192E1,-3.039999902E-1,-1.296000004E0,-1.480000019E-1
4.191506368E1,-1.490000039E-1,-1.243000031E0,-1.940000057E-1
4.192002529E1,-1.180000007E-1,-1.243999958E0,-2.399999946E-1
4.192498740E1,-7.400000095E-2,-1.368000031E0,-2.039999962E-1
4.192994901E1,-4.300000146E-2,-1.327999949E0,-5.799999833E-2
4.193491078E1,1.300000027E-2,-1.287999988E0,-2.389999926E-1
4.193987260E1,1.250000000E-1,-1.261999965E0,-2.960000038E-1
4.194483422E1,1.140000001E-1,-1.207999945E0,-5.030000210E-1
4.194979598E1,3.400000185E-2,-1.098999977E0,-6.140000224E-1
4.195475760E1,1.309999973E-1,-1.072999954E0,-8.069999814E-1
4.195971944E1,1.739999950E-1,-1.019000053E0,-8.489999771E-1
4.196468132E1,1.480000019E-1,-9.369999766E-1,-9.039999843E-1
4.196964316E1,1.770000011E-1,-8.970000148E-1,-8.100000024E-1
4.197460494E1,1.930000037E-1,-6.110000014E-1,-7.279999852E-1
4.197956656E1,2.489999980E-1,-4.480000138E-1,-5.519999862E-1
4.198452833E1,2.240000069E-1,-2.989999950E-1,-4.420000017E-1
4.198949016E1,3.219999969E-1,3.999999911E-2,-2.509999871E-1
4.199445201E1,3.389999866E-1,1.889999956E-1,-5.220000148E-1
4.199941362E1,3.160000145E-1,4.059999883E-1,-6.439999938E-1
4.200437539E1,1.979999989E-1,5.820000172E-1,-7.649999857E-1
4.200933724E1,2.169999927E-1,7.990000248E-1,-8.450000286E-1
4.201429885E1,2.380000055E-1,9.739999771E-1,-7.630000114E-1
4.201926070E1,3.000000119E-1,1.136000037E0,-7.889999747E-1
4.202422254E1,2.409999967E-1,1.133999944E0,-7.870000005E-1
4.202918406E1,2.509999871E-1,1.309000015E0,-8.539999723E-1
4.203414591E1,1.120000035E-1,1.401999950E0,-1.057999969E0
4.203910768E1,3.819999993E-1,1.412999988E0,-1.098000050E0
4.204406952E1,3.680000007E-1,1.588000059E0,-1.220000029E0
4.204903137E1,5.040000081E-1,1.748000026E0,-1.152999997E0
4.205399298E1,5.730000138E-1,2.043999910E0,-1.358000040E0
4.205895475E1,6.159999967E-1,2.013999939E0,-1.455999970E0
4.206391660E1,6.460000277E-1,2.105000019E0,-1.282999992E0
4.206887822E1,6.219999790E-1,2.319999933E0,-1.151000023E0
4.207384008E1,8.429999948E-1,2.220000029E0,-1.087000012E0
4.207880185E1,1.050999999E0,2.352999926E0,-1.159000039E0
4.208376347E1,1.286999941E0,2.390000105E0,-1.338000059E0
4.208872530E1,1.549000025E0,2.482000113E0,-1.488999963E0
4.209368715E1,1.675999999E0,2.654999971E0,-1.529000044E0
4.209864892E1,1.557000041E0,2.951999903E0,-1.498999953E0
4.210361055E1,1.274999976E0,3.207000017E0,-1.452999949E0
4.210857239E1,1.075000048E0,3.530999899E0,-1.486999989E0
4.211353416E1,8.619999886E-1,3.799999952E0,-1.396999955E0
4.211849601E1,5.960000157E-1,4.315000057E0,-1.059999943E0
4.212345762E1,1.120000035E-1,4.557000160E0,-8.309999704E-1
4.212841946E1,-5.049999952E-1,4.784999847E0,-5.619999766E-1
4.213338124E1,-1.177000046E0,4.563000202E0,-3.330000043E-1
4.213834308E1,-1.616999984E0,4.260000229E0,1.700000092E-2
4.214330470E1,-1.717000008E0,3.915999889E0,3.810000122E-1
4.214826648E1,-1.409000039E0,3.612999916E0,4.720000029E-1
4.215322832E1,-1.238000035E0,3.351000071E0,6.309999824E-1
4.215819017E1,-1.203999996E0,2.953000069E0,6.399999857E-1
4.216315177E1,-1.253000021E0,2.542000055E0,6.489999890E-1
4.216811354E1,-1.151999950E0,1.980999947E0,8.059999943E-1
4.217307517E1,-1.174999952E0,1.434000015E0,1.031999946E0
4.217803702E1,-1.105000019E0,9.549999833E-1,1.447999954E0
4.218299878E1,-9.670000076E-1,4.760000110E-1,1.794999957E0
4.218796063E1,-1.090000033E0,1.070000008E-1,1.748000026E0
4.219292249E1,-1.187000036E0,-3.160000145E-1,1.592000008E0
4.219788410E1,-1.299000025E0,-5.490000248E-1,1.463000059E0
